id,name,base_name,height_meter,weight_kg,hp,attack,defense,special_attack,special_defense,speed,type_1,type_2,is_legendary,is_mythical,normal,fighting,flying,poison,ground,rock,bug,ghost,steel,fire,water,grass,electric,psychic,ice,dragon,dark,fairy
369,relicanth,relicanth,1.0,23.4,100,90,130,45,65,55,water,rock,False,False,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0
370,luvdisc,luvdisc,0.6,8.7,43,30,55,40,65,97,water,,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
371,bagon,bagon,0.6,42.1,45,75,60,40,30,50,dragon,,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0
372,shelgon,shelgon,1.1,110.5,65,95,100,60,50,50,dragon,,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0
373,salamence,salamence,1.5,102.6,95,135,80,110,80,100,dragon,flying,False,False,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,0.5,0.5,0.25,1.0,1.0,4.0,2.0,1.0,2.0
374,beldum,beldum,0.6,95.2,40,55,80,35,60,30,steel,psychic,False,False,0.5,1.0,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,2.0,0.5
375,metang,metang,1.2,202.5,60,75,100,55,80,50,steel,psychic,False,False,0.5,1.0,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,2.0,0.5
376,metagross,metagross,1.6,550.0,80,135,130,95,90,70,steel,psychic,False,False,0.5,1.0,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,2.0,0.5
377,regirock,regirock,1.7,230.0,80,100,200,50,100,50,rock,,True,False,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
378,regice,regice,1.8,175.0,80,50,100,100,200,50,ice,,True,False,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
379,registeel,registeel,1.9,205.0,80,75,150,75,150,50,steel,,True,False,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5
380,latias,latias,1.4,40.0,80,80,90,110,130,110,dragon,psychic,True,False,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0
381,latios,latios,2.0,60.0,80,90,80,130,110,110,dragon,psychic,True,False,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0
382,kyogre,kyogre,4.5,352.0,100,100,90,150,140,90,water,,True,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
383,groudon,groudon,3.5,950.0,100,150,140,100,90,90,ground,,True,False,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
384,rayquaza,rayquaza,7.0,206.5,105,150,90,150,90,95,dragon,flying,True,False,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,0.5,0.5,0.25,1.0,1.0,4.0,2.0,1.0,2.0
385,jirachi,jirachi,0.3,1.1,100,100,100,100,100,100,steel,psychic,False,True,0.5,1.0,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,2.0,0.5
386,deoxys-normal,deoxys,1.7,60.8,50,150,50,150,50,150,psychic,,False,True,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
387,turtwig,turtwig,0.4,10.2,55,68,64,45,55,31,grass,,False,False,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
388,grotle,grotle,1.1,97.0,75,89,85,55,65,36,grass,,False,False,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
389,torterra,torterra,2.2,310.0,95,109,105,75,85,56,grass,ground,False,False,1.0,1.0,2.0,1.0,0.5,0.5,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0
390,chimchar,chimchar,0.5,6.2,44,58,44,58,44,61,fire,,False,False,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
391,monferno,monferno,0.9,22.0,64,78,52,78,52,81,fire,fighting,False,False,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,0.5,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.5,1.0
392,infernape,infernape,1.2,55.0,76,104,71,104,71,108,fire,fighting,False,False,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,0.5,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.5,1.0
393,piplup,piplup,0.4,5.2,53,51,53,61,56,40,water,,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
394,prinplup,prinplup,0.8,23.0,64,66,68,81,76,50,water,,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
395,empoleon,empoleon,1.7,84.5,84,86,88,111,101,60,water,steel,False,False,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.25,1.0,0.5,1.0,2.0,0.5,0.25,0.5,1.0,0.5
396,starly,starly,0.3,2.0,40,55,30,30,30,60,normal,flying,False,False,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
397,staravia,staravia,0.6,15.5,55,75,50,40,40,80,normal,flying,False,False,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
398,staraptor,staraptor,1.2,24.9,85,120,70,50,60,100,normal,flying,False,False,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
399,bidoof,bidoof,0.5,20.0,59,45,40,35,40,31,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
400,bibarel,bibarel,1.0,31.5,79,85,60,55,60,71,normal,water,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
401,kricketot,kricketot,0.3,2.2,37,25,41,25,41,25,bug,,False,False,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
402,kricketune,kricketune,1.0,25.5,77,85,51,55,51,65,bug,,False,False,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
403,shinx,shinx,0.5,9.5,45,65,34,40,34,45,electric,,False,False,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
404,luxio,luxio,0.9,30.5,60,85,49,60,49,60,electric,,False,False,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
405,luxray,luxray,1.4,42.0,80,120,79,95,79,70,electric,,False,False,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
406,budew,budew,0.2,1.2,40,30,35,50,70,55,grass,poison,False,False,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
407,roserade,roserade,0.9,14.5,60,70,65,125,105,90,grass,poison,False,False,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
408,cranidos,cranidos,0.9,31.5,67,125,40,30,30,58,rock,,False,False,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
409,rampardos,rampardos,1.6,102.5,97,165,60,65,50,58,rock,,False,False,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
410,shieldon,shieldon,0.5,57.0,30,42,118,42,88,30,rock,steel,False,False,0.25,4.0,0.25,0.0,4.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5
411,bastiodon,bastiodon,1.3,149.5,60,52,168,47,138,30,rock,steel,False,False,0.25,4.0,0.25,0.0,4.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5
412,burmy,burmy,0.2,3.4,40,29,45,29,45,36,bug,,False,False,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
413,wormadam-plant,wormadam,0.5,6.5,60,59,85,79,105,36,bug,grass,False,False,1.0,0.5,4.0,2.0,0.25,2.0,2.0,1.0,1.0,4.0,0.5,0.25,0.5,1.0,2.0,1.0,1.0,1.0
414,mothim,mothim,0.9,23.3,70,94,50,94,50,66,bug,flying,False,False,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0
415,combee,combee,0.3,5.5,30,30,42,30,42,70,bug,flying,False,False,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0
416,vespiquen,vespiquen,1.2,38.5,70,80,102,80,102,40,bug,flying,False,False,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0
417,pachirisu,pachirisu,0.4,3.9,60,45,70,45,90,95,electric,,False,False,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
418,buizel,buizel,0.7,29.5,55,65,35,60,30,85,water,,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
419,floatzel,floatzel,1.1,33.5,85,105,55,85,50,115,water,,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
420,cherubi,cherubi,0.4,3.3,45,35,45,62,53,35,grass,,False,False,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
421,cherrim,cherrim,0.5,9.3,70,60,70,87,78,85,grass,,False,False,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
422,shellos,shellos,0.3,6.3,76,48,48,57,62,34,water,,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
423,gastrodon,gastrodon,0.9,29.9,111,83,68,92,82,39,water,ground,False,False,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0
424,ambipom,ambipom,1.2,20.3,75,100,66,60,66,115,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
425,drifloon,drifloon,0.4,1.2,90,50,34,60,44,70,ghost,flying,False,False,0.0,0.0,1.0,0.5,0.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0
426,drifblim,drifblim,1.2,15.0,150,80,44,90,54,80,ghost,flying,False,False,0.0,0.0,1.0,0.5,0.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0
427,buneary,buneary,0.4,5.5,55,66,44,44,56,85,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
428,lopunny,lopunny,1.2,33.3,65,76,84,54,96,105,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
429,mismagius,mismagius,0.9,4.4,60,60,60,105,105,105,ghost,,False,False,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
430,honchkrow,honchkrow,0.9,27.3,100,125,52,105,52,71,dark,flying,False,False,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,0.0,2.0,1.0,0.5,2.0
431,glameow,glameow,0.5,3.9,49,55,42,42,37,85,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
432,purugly,purugly,1.0,43.8,71,82,64,64,59,112,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
433,chingling,chingling,0.2,0.6,45,30,50,65,50,45,psychic,,False,False,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
434,stunky,stunky,0.4,19.2,63,63,47,41,41,74,poison,dark,False,False,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0
435,skuntank,skuntank,1.0,38.0,103,93,67,71,61,84,poison,dark,False,False,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0
436,bronzor,bronzor,0.5,60.5,57,24,86,24,86,23,steel,psychic,False,False,0.5,1.0,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,2.0,0.5
437,bronzong,bronzong,1.3,187.0,67,89,116,79,116,33,steel,psychic,False,False,0.5,1.0,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,2.0,0.5
438,bonsly,bonsly,0.5,15.0,50,80,95,10,45,10,rock,,False,False,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
439,mime-jr,mime-jr,0.6,13.0,20,25,45,70,90,60,psychic,fairy,False,False,1.0,0.25,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0
440,happiny,happiny,0.6,24.4,100,5,5,15,65,30,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
441,chatot,chatot,0.5,1.9,76,65,45,92,42,91,normal,flying,False,False,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
442,spiritomb,spiritomb,1.0,108.0,50,92,108,92,108,35,ghost,dark,False,False,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0
443,gible,gible,0.7,20.5,58,70,45,40,45,42,dragon,ground,False,False,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,4.0,2.0,1.0,2.0
444,gabite,gabite,1.4,56.0,68,90,65,50,55,82,dragon,ground,False,False,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,4.0,2.0,1.0,2.0
445,garchomp,garchomp,1.9,95.0,108,130,95,80,85,102,dragon,ground,False,False,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,4.0,2.0,1.0,2.0
446,munchlax,munchlax,0.6,105.0,135,85,40,40,85,5,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
447,riolu,riolu,0.7,20.2,40,70,40,35,40,60,fighting,,False,False,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
448,lucario,lucario,1.2,54.0,70,110,70,115,70,90,fighting,steel,False,False,0.5,2.0,1.0,0.0,2.0,0.25,0.25,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0
449,hippopotas,hippopotas,0.8,49.5,68,72,78,38,42,32,ground,,False,False,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
450,hippowdon,hippowdon,2.0,300.0,108,112,118,68,72,47,ground,,False,False,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
451,skorupi,skorupi,0.8,12.0,40,50,90,30,55,65,poison,bug,False,False,1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5
452,drapion,drapion,1.3,61.5,70,90,110,60,75,95,poison,dark,False,False,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0
453,croagunk,croagunk,0.7,23.0,48,61,40,61,40,50,poison,fighting,False,False,1.0,0.5,2.0,0.5,2.0,0.5,0.25,1.0,1.0,1.0,1.0,0.5,1.0,4.0,1.0,1.0,0.5,1.0
454,toxicroak,toxicroak,1.3,44.4,83,106,65,86,65,85,poison,fighting,False,False,1.0,0.5,2.0,0.5,2.0,0.5,0.25,1.0,1.0,1.0,1.0,0.5,1.0,4.0,1.0,1.0,0.5,1.0
455,carnivine,carnivine,1.4,27.0,74,100,72,90,72,46,grass,,False,False,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
456,finneon,finneon,0.4,7.0,49,49,56,49,61,66,water,,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
457,lumineon,lumineon,1.2,24.0,69,69,76,69,86,91,water,,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
458,mantyke,mantyke,1.0,65.0,45,20,50,60,120,50,water,flying,False,False,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0
459,snover,snover,1.0,50.5,60,62,50,62,60,40,grass,ice,False,False,1.0,2.0,2.0,2.0,0.5,2.0,2.0,1.0,2.0,4.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0
460,abomasnow,abomasnow,2.2,135.5,90,92,75,92,85,60,grass,ice,False,False,1.0,2.0,2.0,2.0,0.5,2.0,2.0,1.0,2.0,4.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0
461,weavile,weavile,1.1,34.0,70,120,65,45,85,125,dark,ice,False,False,1.0,4.0,1.0,1.0,1.0,2.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,2.0
462,magnezone,magnezone,1.2,180.0,70,70,115,130,90,60,electric,steel,False,False,0.5,2.0,0.25,0.0,4.0,0.5,0.5,1.0,0.25,2.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5
463,lickilicky,lickilicky,1.7,140.0,110,85,95,80,95,50,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
464,rhyperior,rhyperior,2.4,282.8,115,140,130,55,55,40,ground,rock,False,False,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0
465,tangrowth,tangrowth,2.0,128.6,100,100,125,110,50,50,grass,,False,False,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
466,electivire,electivire,1.8,138.6,75,123,67,95,85,95,electric,,False,False,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
467,magmortar,magmortar,1.6,68.0,75,95,67,125,95,83,fire,,False,False,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
468,togekiss,togekiss,1.5,38.0,85,50,95,120,115,80,fairy,flying,False,False,1.0,0.25,1.0,2.0,0.0,2.0,0.25,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,0.0,0.5,1.0
469,yanmega,yanmega,1.9,51.5,86,76,86,116,56,95,bug,flying,False,False,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0
470,leafeon,leafeon,1.0,25.5,65,110,130,60,65,95,grass,,False,False,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
471,glaceon,glaceon,0.8,25.9,65,60,110,130,95,65,ice,,False,False,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
472,gliscor,gliscor,2.0,42.5,75,95,125,45,75,95,ground,flying,False,False,1.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0
473,mamoswine,mamoswine,2.5,291.0,110,130,80,70,60,80,ice,ground,False,False,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0
474,porygon-z,porygon-z,0.9,34.0,85,80,70,135,75,90,normal,,False,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
475,gallade,gallade,1.6,52.0,68,125,65,65,115,80,psychic,fighting,False,False,1.0,0.5,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
476,probopass,probopass,1.4,340.0,60,55,145,75,150,40,rock,steel,False,False,0.25,4.0,0.25,0.0,4.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5
477,dusknoir,dusknoir,2.2,106.6,45,100,135,65,135,45,ghost,,False,False,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
478,froslass,froslass,1.3,26.6,70,80,70,80,70,110,ice,ghost,False,False,0.0,0.0,1.0,0.5,1.0,2.0,0.5,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0
479,rotom,rotom,0.3,0.3,50,50,77,95,77,91,electric,ghost,False,False,0.0,0.0,0.5,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
480,uxie,uxie,0.3,0.3,75,75,130,75,130,95,psychic,,True,False,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
481,mesprit,mesprit,0.3,0.3,80,105,105,105,105,80,psychic,,True,False,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
482,azelf,azelf,0.3,0.3,75,125,70,125,70,115,psychic,,True,False,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
483,dialga,dialga,5.4,683.0,100,120,120,150,100,90,steel,dragon,True,False,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,1.0,0.5,0.25,0.5,0.5,1.0,1.0,1.0,1.0
484,palkia,palkia,4.2,336.0,90,120,100,150,120,100,water,dragon,True,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.25,1.0,1.0,1.0,1.0,2.0,1.0,2.0
485,heatran,heatran,1.7,430.0,91,90,106,130,106,77,fire,steel,True,False,0.5,2.0,0.5,0.0,4.0,1.0,0.25,1.0,0.25,1.0,2.0,0.25,1.0,0.5,0.25,0.5,1.0,0.25
486,regigigas,regigigas,3.7,420.0,110,160,110,80,110,100,normal,,True,False,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
487,giratina-altered,giratina,4.5,750.0,150,100,120,100,120,90,ghost,dragon,True,False,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,2.0,2.0
488,cresselia,cresselia,1.5,85.6,120,70,120,75,130,85,psychic,,True,False,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
489,phione,phione,0.4,3.1,80,80,80,80,80,80,water,,False,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
490,manaphy,manaphy,0.3,1.4,100,100,100,100,100,100,water,,False,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
491,darkrai,darkrai,1.5,50.5,70,90,90,135,90,125,dark,,False,True,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0
